agent_name,model_name,eval_name,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,question,stop_time
react-v1,gpt-4.1-mini,mmlu-pro-100,0,chemistry,,A,"""A""",1.0,3,2481,141,2622,0.0019848,0.00045120000000000007,0.0024360000000000002,1759288715.7886024,,5.384986400604248,0.3333333333333333,0.00038138825324180017,,0,Answer the following multiple-choice question:,Body temperature on the average is 98.6°F. What is thison (a)theCelsius scale and (b) the Kelvin scale?,1759288721.1735888
react-v1,gpt-4.1-mini,mmlu-pro-100,0,computer science,,C,"""A""",0.0,1,833,281,1114,0.0006664,0.0008992000000000001,0.0015656,1759288722.3216476,,3.6637680530548096,0.0,0.0,,1,Answer the following multiple-choice question:,"This question is based on the following declarations: String strA = ""CARROT"", strB = ""Carrot"", strC = ""car""; Given that all uppercase letters precede all lowercase letters when considering alphabetical order, which is true?",1759288725.9854157
react-v1,gpt-4.1-mini,mmlu-pro-100,0,other,,B,"""B""",1.0,1,655,36,691,0.000524,0.00011520000000000001,0.0006392,1759288727.1760361,,0.7155575752258301,1.0,0.001447178002894356,,2,Answer the following multiple-choice question:,What are the tallest trees on Earth?,1759288727.8915937
react-v1,gpt-4.1-mini,mmlu-pro-100,0,psychology,,E,"""E""",1.0,1,672,63,735,0.0005376,0.00020160000000000002,0.0007392,1759288729.0071092,,11.06970500946045,1.0,0.0013605442176870747,,3,Answer the following multiple-choice question:,"According to the Gestalt organizing principles of perception, when you look at, ""i n car n a t e,"" you tend to notice the word car rather than in, nate, at, or ate, because of",1759288740.0768142
react-v1,gpt-4.1-mini,mmlu-pro-100,0,law,,F,"""F""",1.0,1,889,118,1007,0.0007112,0.0003776,0.0010888,1759288741.1673748,,1.794217586517334,1.0,0.0009930486593843098,,4,Answer the following multiple-choice question:,"A state has a statute generally prohibiting the installation and use of radar detection devices in any motor vehicle operating on the roadways within the state. This prohibition was enacted to prevent motorists from evading radar or speed checkpoints on county and state highways. A neighboring state has no such regulation in effect. By the same token, Congress has taken no action on the matter. A resident of the neighboring state has installed a radar detection device in his automobile. While driving to visit his mother he is arrested and charged with violating the aforementioned state statute. The resident files a complaint challenging the constitutionality of the state statute. As applied to the resident, the state prohibition against the use of radar detection devices is likely to be held",1759288742.9615924
react-v1,gpt-4.1-mini,mmlu-pro-100,0,physics,,H,"""H""",1.0,1,690,82,772,0.000552,0.00026240000000000004,0.0008144000000000001,1759288744.0573776,,1.1260449886322021,1.0,0.0012953367875647669,,5,Answer the following multiple-choice question:,The highest ocean tides occur when Earth and the Moon are,1759288745.1834226
react-v1,gpt-4.1-mini,mmlu-pro-100,0,business,,C,"""C""",1.0,2,1407,107,1514,0.0011256,0.00034240000000000003,0.0014680000000000001,1759288746.255297,,2.8149187564849854,0.5,0.0006605019815059445,,6,Answer the following multiple-choice question:,How much interest will George pay on a 6-month loan of $300 at 8% interest?,1759288749.0702157
react-v1,gpt-4.1-mini,mmlu-pro-100,0,other,,A,"""A""",1.0,1,770,52,822,0.000616,0.0001664,0.0007824,1759288750.1469703,,0.8581838607788086,1.0,0.0012165450121654502,,7,Answer the following multiple-choice question:,Which of the following is an example of devolution?,1759288751.0051541
react-v1,gpt-4.1-mini,mmlu-pro-100,0,math,,C,,0.0,1,696,188,884,0.0005568,0.0006016,0.0011584,1759288752.0881627,,2.148998737335205,0.0,0.0,Invalid action format.,8,Answer the following multiple-choice question:,(i + 1)(5 – 5i)(5 + 5i) =,1759288754.2371614
react-v1,gpt-4.1-mini,mmlu-pro-100,0,physics,,A,"""A""",1.0,2,1675,192,1867,0.00134,0.0006144000000000001,0.0019544000000000002,1759288755.332634,,3.4290177822113037,0.5,0.0005356186395286556,,9,Answer the following multiple-choice question:,"In an experiment with a stellar interferometer, the fringes from the star Betelgeuse had zero visibility for a wave-length in the middle of the visible spectrum for a separa-tion of the mirrors of 3m. Estimate the angle subtended by Betelgeuse in arc seconds.",1759288758.7616518
