agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
react,gpt-4.1-mini,hotpotqa-10,0,bridge,Who was the body double for Emilia Clarke playing Daenerys Targaryen in Game of Thrones?,Rosie Mac,Rosie Mac,1.0,5,9185,269,9454,0.2,0.00010577533319229955,
react,gpt-4.1-mini,hotpotqa-10,1,bridge,In what literary movement was the nineteenth century writer featured in Alicia Ramsey's historical play a leading figure?,Romantic,Romantic movement,1.0,8,14911,414,15325,0.125,6.525285481239805e-05,
react,gpt-4.1-mini,hotpotqa-10,2,bridge,Richard E. Grant starred in what 1995 British romantic comedy film?,Richard E. Grant,Jack and Sarah,0.0,10,21673,571,22244,0.0,0.0,
react,gpt-4.1-mini,hotpotqa-10,3,bridge,"What is the name of the lead remix of the track from the remix album containing remixes of the lady gaga studio album ""The Fame""?",Bad Romance,,0.0,10,30747,605,31352,0.0,0.0,
react,gpt-4.1-mini,hotpotqa-10,4,comparison,"Who was born earlier, Thomas Wolfe or Margaret Wilson?",Margaret Wilson,Thomas Wolfe was born earlier,0.0,5,8827,250,9077,0.0,0.0,
react,gpt-4.1-mini,hotpotqa-10,5,bridge,Who was born first Percy Clifford Mills or Nigel Graham Pearson?,Percy Clifford Mills,Percy Clifford Mills,1.0,4,6590,160,6750,0.25,0.00014814814814814815,
react,gpt-4.1-mini,hotpotqa-10,6,bridge,"Which studio album by childish gambina is produced by Glover and contains the song ""redbone""?","""Awaken, My Love!""","Awaken, My Love!",1.0,4,6785,202,6987,0.25,0.0001431229426077,
react,gpt-4.1-mini,hotpotqa-10,7,bridge, Since 2017 Nick Ayers has been Chief of Staff to a man that served as governor of what state?,Indiana,Indiana,1.0,3,4940,117,5057,0.3333333333333333,0.00019774569903104609,
react,gpt-4.1-mini,hotpotqa-10,8,comparison,"Which band formed first, Sunrise Avenue or Marcy Playground?",Marcy Playground,Marcy Playground,1.0,6,11245,305,11550,0.16666666666666666,8.658008658008658e-05,
react,gpt-4.1-mini,hotpotqa-10,9,bridge,"What was the member of the Lok Sabha from June 1977 to January 1978 as a member of political Party that belonged to one of the two major political parties in India, along with the Indian National Congress?",chief minister of the state,,0.0,10,22381,701,23082,0.0,0.0,
